State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State Specific Comments,Rate Used in Calculating State Mean and Median
Mississippi,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1 to 20,PDENT-CH,Higher rates are better for this measure,Percentage Enrolled in Medicaid or Medicaid Expansion CHIP Programs for at least 90 Continuous Days with at Least 1 Preventive Dental Service: Ages 1 to 20,2019,Medicaid only,Administrative,52.2,51,49.1,44.1,52.1,,"Mathematica analysis of FFY 2019 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of July 1, 2020.",None,Yes
Mississippi,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births that Weighed Less Than 2,500 Grams",2019,Medicaid only,Administrative,13.8,51,9.5,10.7,8.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020 as well as the Centers for Disease Control and Prevention Wide-ranging ONline Data for Epidemiologic Research (CDC WONDER) data.",CMS calculated rate using CDC WONDER data.,Yes
Mississippi,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Higher rates are better for this measure,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2019,Medicaid only,Hybrid,89.2,42,80.7,68.1,85.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (2 MCOs), representing 63 percent of the population. Rate excludes FFS population, representing 37 percent of the population. Denominator is the sample size; measure-eligible population is 19,027.",Yes
Mississippi,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Higher rates are better for this measure,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2019,CHIP only,NR,NR,42,80.7,68.1,85.7,NR = State did not report the measure for this population,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",None,
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12 to 21,AWC-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 21,2019,Medicaid only,Administrative & Hybrid,20.5,49,50.6,41.7,56.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rate includes managed care population (2 MCOs), representing 63 percent of the population. Rate excludes FFS population, representing 37 percent of the population. Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and one MCO used the hybrid method. Denominator is the measure-eligible population.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12 to 21,AWC-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 21,2019,CHIP only,Administrative & Hybrid,40.5,49,50.6,41.7,56.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rate includes managed care population (2 MCOs). Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and one MCO used the hybrid method. Denominator is the measure-eligible population.,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,"Percentage who had a Measles, Mumps, and Rubella (MMR) Vaccination by their Second Birthday",2019,Medicaid only,Hybrid,94.0,41,87.6,85.9,89.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rates include managed care population (2 MCOs), representing 63 percent of the population. Rates exclude FFS population, representing 37 percent of the population. Denominator is the sample size; measure-eligible population is 5,914.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2019,Medicaid only,Hybrid,77.3,43,68.8,63.1,72.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rates include managed care population (2 MCOs), representing 63 percent of the population. Rates exclude FFS population, representing 37 percent of the population. Denominator is the sample size; measure-eligible population is 5,914.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,"Percentage who had a Measles, Mumps, and Rubella (MMR) Vaccination by their Second Birthday",2019,CHIP only,Hybrid,93.4,41,87.6,85.9,89.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","CHIP rates include managed care population (2 MCOs). Denominator is the sample size; measure-eligible population is 1,398.",No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2019,CHIP only,Hybrid,83.9,43,68.8,63.1,72.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","CHIP rates include managed care population (2 MCOs). Denominator is the sample size; measure-eligible population is 1,398.",No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 12 to 24 Months,2019,Medicaid only,Administrative,97.8,47,95.5,94.4,96.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rates include managed care population (2 MCOs), representing 63 percent of the population. Rates exclude FFS population, representing 37 percent of the population.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 25 Months to 6 Years,2019,Medicaid only,Administrative,91.0,47,87.7,85.7,90.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rates include managed care population (2 MCOs), representing 63 percent of the population. Rates exclude FFS population, representing 37 percent of the population.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 7 to 11 Years,2019,Medicaid only,Administrative,92.4,47,91.1,89.1,93.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rates include managed care population (2 MCOs), representing 63 percent of the population. Rates exclude FFS population, representing 37 percent of the population.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 12 to 19 Years,2019,Medicaid only,Administrative,90.9,47,90.3,88.2,92.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rates include managed care population (2 MCOs), representing 63 percent of the population. Rates exclude FFS population, representing 37 percent of the population.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 12 to 24 Months,2019,CHIP only,Administrative,98.7,47,95.5,94.4,96.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include managed care population (2 MCOs).,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 25 Months to 6 Years,2019,CHIP only,Administrative,93.1,47,87.7,85.7,90.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include managed care population (2 MCOs).,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 7 to 11 Years,2019,CHIP only,Administrative,98.0,47,91.1,89.1,93.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include managed care population (2 MCOs).,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 12 to 19 Years,2019,CHIP only,Administrative,92.7,47,90.3,88.2,92.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include managed care population (2 MCOs).,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16 to 20,CHL-CH,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20,2019,Medicaid only,Administrative,46.4,47,49.9,44.7,58.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rate includes managed care population (2 MCOs), representing 63 percent of the population. Rate excludes FFS population, representing 37 percent of the population.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16 to 20,CHL-CH,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20,2019,CHIP only,Administrative,36.3,47,49.9,44.7,58.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rate includes managed care population (2 MCOs).,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0 to 3,DEV-CH,Higher rates are better for this measure,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0 to 3",2019,Medicaid only,NR,NR,28,32.7,21.8,54,NR = State did not report the measure for this population,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",None,
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0 to 3,DEV-CH,Higher rates are better for this measure,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0 to 3",2019,CHIP only,Administrative,21.1,28,32.7,21.8,54,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rate includes managed care population (2 MCOs).,Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2019,Medicaid only,Hybrid,19.6,45,34.4,30.5,39.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rates include managed care population (2 MCOs), representing 63 percent of the population. Rates exclude FFS population, representing 37 percent of the population. Denominator is the sample size; measure-eligible population is 13,506.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by Their 13th Birthday,2019,Medicaid only,Hybrid,51.7,44,78.6,66.7,85.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rates include managed care population (2 MCOs), representing 63 percent of the population. Rates exclude FFS population, representing 37 percent of the population. Denominator is the sample size; measure-eligible population is 13,506.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2019,CHIP only,Administrative & Hybrid,13.5,45,34.4,30.5,39.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include managed care population (2 MCOs). Rates were derived using both administrative and hybrid method data. One MCO used the administrative method and one MCO used the hybrid method. Denominator is the measure-eligible population.,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by Their 13th Birthday,2019,CHIP only,Administrative & Hybrid,41.4,44,78.6,66.7,85.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include managed care population (2 MCOs). Rates were derived using both administrative and hybrid method data. One MCO used the administrative method and one MCO used the hybrid method. Denominator is the measure-eligible population.,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrician/Gynecologist who had Body Mass Index Percentile Documented in the Medical Record: Ages 3 to 17,2019,Medicaid only,Hybrid,56.2,38,69.7,45.8,80,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rate includes managed care population (2 MCOs), representing 63 percent of the population. Rate excludes FFS population, representing 37 percent of the population. Denominator is the sample size; measure-eligible population is 154,617.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrician/Gynecologist who had Body Mass Index Percentile Documented in the Medical Record: Ages 3 to 17,2019,CHIP only,Administrative & Hybrid,38.8,38,69.7,45.8,80,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rate includes managed care population (2 MCOs). Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and one MCO used the hybrid method. Denominator is the measure-eligible population.,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Higher rates are better for this measure,Percentage who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2019,Medicaid only,Administrative & Hybrid,57.2,48,64,57.3,69.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rate includes managed care population (2 MCOs), representing 63 percent of the population. Rate excludes FFS population, representing 37 percent of the population. Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and one MCO used the hybrid method. Denominator is the measure-eligible population.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Higher rates are better for this measure,Percentage who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2019,CHIP only,Administrative & Hybrid,55.8,48,64,57.3,69.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rate includes managed care population (2 MCOs). Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and one MCO used the hybrid method. Measure-eligible population is not available.,No
Mississippi,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Higher rates are better for this measure,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3 to 6,2019,Medicaid only,Administrative,57.8,49,69,61.8,74.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rate includes managed care population (2 MCOs), representing 63 percent of the population. Rate excludes FFS population, representing 37 percent of the population.",Yes
Mississippi,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Higher rates are better for this measure,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3 to 6,2019,CHIP only,Administrative & Hybrid,54.2,49,69,61.8,74.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rate includes managed care population (2 MCOs). Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and one MCO used the hybrid method. Denominator is the measure-eligible population.,No
Missouri,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17,2019,Medicaid & CHIP,Administrative,32.6,44,41.9,35,58.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs), representing 92 percent of the Medicaid population and 58 percent of the CHIP population. Rates exclude FFS population, representing 8 percent of the Medicaid population and 42 percent of the CHIP population. MCO rates were audited by certified HEDIS vendors.",Yes
Missouri,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17,2019,Medicaid & CHIP,Administrative,55.8,44,66.3,58.6,79.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs), representing 92 percent of the Medicaid population and 58 percent of the CHIP population. Rates exclude FFS population, representing 8 percent of the Medicaid population and 42 percent of the CHIP population. MCO rates were audited by certified HEDIS vendors.",Yes
Missouri,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1 to 17,APC-CH,Lower rates are better for this measure,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1 to 17,2019,Medicaid only,Administrative,3.3,42,2.6,3.5,1.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Medicaid rate includes FFS and managed care populations (3 MCOs).,Yes
Missouri,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1 to 17,APC-CH,Lower rates are better for this measure,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1 to 17,2019,CHIP only,Administrative,2.6,42,2.6,3.5,1.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rate includes FFS and managed care populations (3 MCOs).,No
Missouri,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19,AMB-CH,Lower rates are better for this measure,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2019,Medicaid & CHIP,Administrative,52.3,47,43.6,50.1,37,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs), representing 92 percent of the Medicaid population and 58 percent of the CHIP population. Rate excludes FFS population, representing 8 percent of the Medicaid population and 42 percent of the CHIP population. MCO rates were audited by certified HEDIS vendors.",Yes
Missouri,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11,2019,Medicaid & CHIP,Administrative,59.8,39,72.8,67.9,79.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs), representing 92 percent of the Medicaid population and 58 percent of the CHIP population. Rates exclude FFS population, representing 8 percent of the Medicaid population and 42 percent of the CHIP population.",Yes
Missouri,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18,2019,Medicaid & CHIP,Administrative,55.4,39,64.6,59.9,68.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs), representing 92 percent of the Medicaid population and 58 percent of the CHIP population. Rates exclude FFS population, representing 8 percent of the Medicaid population and 42 percent of the CHIP population.",Yes
Missouri,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18,2019,Medicaid & CHIP,Administrative,58.0,40,69.4,65.6,74,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs), representing 92 percent of the Medicaid population and 58 percent of the CHIP population. Rates exclude FFS population, representing 8 percent of the Medicaid population and 42 percent of the CHIP population.",Yes
Missouri,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Higher rates are better for this measure,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6 to 9,2019,Medicaid only,Administrative,25.4,35,22.7,19.1,25.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Medicaid rate includes FFS and managed care populations (3 MCOs). For FFS population, state limited numerator to services performed by a dentist (using provider type) because state's FFS claims do not contain the National Uniform Claim Committee (NUCC) Provider Taxonomy codes. For managed care population, state limited numerator to claims identified as dental claims because managed care claims do not contain provider information. State is unable to distinguish “dental hygienists who provide services under the supervision of a dentist” from all dental hygienists in claims.",Yes
Missouri,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Higher rates are better for this measure,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6 to 9,2019,CHIP only,Administrative,24.8,35,22.7,19.1,25.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","CHIP rate includes FFS and managed care populations (3 MCOs). For FFS population, state limited numerator to services performed by a dentist (using provider type) because state's FFS claims do not contain the National Uniform Claim Committee (NUCC) Provider Taxonomy codes. For managed care population, state limited numerator to claims identified as dental claims because managed care claims do not contain provider information. State is unable to distinguish “dental hygienists who provide services under the supervision of a dentist” from all dental hygienists in claims.",No
Missouri,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1 to 20,PDENT-CH,Higher rates are better for this measure,Percentage Enrolled in Medicaid or Medicaid Expansion CHIP Programs for at least 90 Continuous Days with at Least 1 Preventive Dental Service: Ages 1 to 20,2019,Medicaid only,Administrative,36.8,51,49.1,44.1,52.1,,"Mathematica analysis of FFY 2019 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of July 1, 2020.",None,Yes
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2019,Medicaid only,Administrative,33.3,28,29.5,20.7,32.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Medicaid rates include FFS and managed care populations (3 MCOs).,Yes
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2019,Medicaid only,Administrative,5.0,27,4.8,3.4,5.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Medicaid rates include FFS and managed care populations (3 MCOs).,Yes
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2019,CHIP only,Administrative,26.8,28,29.5,20.7,32.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include FFS and managed care populations (3 MCOs).,No
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2019,CHIP only,Administrative,3.5,27,4.8,3.4,5.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include FFS and managed care populations (3 MCOs).,No
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2019,Medicaid only,Administrative,7.3,32,4.1,2.4,7.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Medicaid rates include FFS and managed care populations (3 MCOs).,Yes
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2019,Medicaid only,Administrative,46.2,32,41.8,31.7,47.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Medicaid rates include FFS and managed care populations (3 MCOs).,Yes
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2019,Medicaid only,Administrative,2.7,32,2,0.8,4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Medicaid rates include FFS and managed care populations (3 MCOs).,Yes
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2019,Medicaid only,Administrative,17.1,32,15.8,11.5,19.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Medicaid rates include FFS and managed care populations (3 MCOs).,Yes
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2019,CHIP only,Administrative,2.7,32,4.1,2.4,7.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include FFS and managed care populations (3 MCOs).,No
Missouri,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2019,CHIP only,Administrative,51.4,32,41.8,31.7,47.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",CHIP rates include FFS and managed care populations (3 MCOs).,No
