State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
Indiana,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid & CHIP,Administrative & Hybrid,73.9,48,69.3,62.1,76.6,,"Rate includes managed care population (3 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, representing less than 10 percent of the population. Rate was derived using both hybrid and administrative data. One MCO used the administrative method and two MCOs used the hybrid method. Denominator is the measure-eligible population. MCO rates were audited by certified HEDIS auditors.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid only,Administrative,40.6,45,44.7,35.1,55.4,,Medicaid rates include FFS and managed care populations (3 MCOs). Numerators include services with a primary diagnosis of mental health diagnosis or mental illness because provider type is not complete in the state's data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,Medicaid only,Administrative,67.5,44,67.1,56.6,76.2,,Medicaid rates include FFS and managed care populations (3 MCOs). Numerators include services with a primary diagnosis of mental health diagnosis or mental illness because provider type is not complete in the state's data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,CHIP only,Administrative,50.5,45,44.7,35.1,55.4,,CHIP rates include managed care population (3 MCOs). Numerators include services with a primary diagnosis of mental health diagnosis or mental illness because provider type is not complete in the state's data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,CHIP only,Administrative,82.6,44,67.1,56.6,76.2,,CHIP rates include managed care population (3 MCOs). Numerators include services with a primary diagnosis of mental health diagnosis or mental illness because provider type is not complete in the state's data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-11,2018,CHIP only,Administrative,13.3,32,73,66.6,76.9,,CHIP rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,Medicaid only,Administrative,9.9,40,48.7,43,56.3,,"Medicaid rates include FFS and managed care populations (3 MCOs). State applied optional exclusion of children with a diagnosis of narcolepsy. Provider types were limited to ensure that non-medical visits were omitted. Provider specialty information is incomplete in the state's data, which may contribute to lower performance on this measure. State attributes performance decline from FFY 2017 to network changes during the year that may have disrupted follow-up services.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,Medicaid only,Administrative,23.9,40,61.1,53.1,66.2,,"Medicaid rates include FFS and managed care populations (3 MCOs). State applied optional exclusion of children with a diagnosis of narcolepsy. Provider types were limited to ensure that non-medical visits were omitted. Provider specialty information is incomplete in the state's data, which may contribute to lower performance on this measure. State attributes performance decline from FFY 2017 to network changes during the year that may have disrupted follow-up services.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,CHIP only,Administrative,9.4,40,48.7,43,56.3,,CHIP rates include managed care population (3 MCOs). State applied optional exclusion of children with a diagnosis of narcolepsy. Provider types were limited to ensure that non-medical visits were omitted.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,CHIP only,Administrative,22.7,40,61.1,53.1,66.2,,CHIP rates include managed care population (3 MCOs). State applied optional exclusion of children with a diagnosis of narcolepsy. Provider types were limited to ensure that non-medical visits were omitted.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,Medicaid only,Administrative,57.6,28,63.5,57,69,,Medicaid rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,CHIP only,Administrative,60.1,28,63.5,57,69,,CHIP rate includes managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,Medicaid only,Administrative,2.4,39,2.9,3.6,1.9,,Medicaid rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,CHIP only,Administrative,0.3,39,2.9,3.6,1.9,,CHIP rate includes managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,Medicaid only,Administrative,39.1,44,44.5,50,37.5,,Medicaid rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,CHIP only,Administrative,17.1,44,44.5,50,37.5,,CHIP rate includes managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-11,2018,Medicaid only,Administrative,18.2,32,73,66.6,76.9,,Medicaid rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12-18,2018,Medicaid only,Administrative,26.6,32,63.8,59.7,67.7,,Medicaid rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-18,2018,Medicaid only,Administrative,22.0,31,69.6,64,72.6,,Medicaid rates include FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12-18,2018,CHIP only,Administrative,25.5,32,63.8,59.7,67.7,,CHIP rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-18,2018,CHIP only,Administrative,18.7,31,69.6,64,72.6,,CHIP rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2018,Medicaid only,Administrative,9.4,32,24.1,20.9,26.3,,Medicaid rate includes FFS and managed care populations (1 MCO).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2018,CHIP only,Administrative,5.5,32,24.1,20.9,26.3,,"CHIP rate includes managed care population (1 MCO). State attributes lower rate to many claims missing tooth number and taxonomy, which resulted in fewer claims identified as eligible for the numerator.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,52.5,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2018,Medicaid only,Administrative,39.7,26,28.1,22.5,33.3,,Rates include FFS and managed care populations (3 MCOs) as well as enrollees in the state's family planning program.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2018,Medicaid only,Administrative,7.9,25,5.4,4.2,7.2,,Rates include FFS and managed care populations (3 MCOs) as well as enrollees in the state's family planning program.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2018,CHIP only,NR,NR,26,28.1,22.5,33.3,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2018,CHIP only,NR,NR,25,5.4,4.2,7.2,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,6.2,31,3.4,1.6,6.2,,Rates include FFS and managed care populations (3 MCOs) as well as enrollees in the state's family planning program.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,40.8,31,40.8,30.8,46.1,,Rates include FFS and managed care populations (3 MCOs) as well as enrollees in the state's family planning program.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,3.5,31,1.4,0.5,2.7,,Rates include FFS and managed care populations (3 MCOs) as well as enrollees in the state's family planning program.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,16.7,31,16.3,10.7,21.4,,Rates include FFS and managed care populations (3 MCOs) as well as enrollees in the state's family planning program.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,CHIP only,NR,NR,31,3.4,1.6,6.2,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,CHIP only,NR,NR,31,40.8,30.8,46.1,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
Iowa,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,CHIP only,NR,NR,31,16.3,10.7,21.4,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
Iowa,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,Medicaid only,Administrative,6.8,25,9.1,10.5,8.3,,Rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,CHIP only,NR,NR,25,9.1,10.5,8.3,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
Iowa,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2018,Medicaid only,Administrative,79.7,39,80.6,71.3,86.3,,Rate includes FFS and managed care populations (3 MCOs). State calculated rate using Medicaid claims linked to birth certificates because trimester documentation is not available in claims data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2018,CHIP only,NR,NR,39,80.6,71.3,86.3,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
Iowa,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,Medicaid only,Administrative,38.0,47,48.9,40,57,,Medicaid rate includes FFS and managed care populations (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,CHIP only,Administrative,44.9,47,48.9,40,57,,CHIP rate includes managed care population (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2018,Medicaid only,Administrative,32.8,43,69.5,64,73.4,,"Medicaid rate includes FFS and managed care populations (3 MCOs). State applied most optional exclusions, except for the following: polio (IPV) exclusions of anaphylactic reaction to streptomycin, polymycin B or neomycin; and anaphylactic reaction to common baker's yeast. The 14-day rule was not applied to the Hepatitis B rate.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2018,CHIP only,Administrative,0.1,43,69.5,64,73.4,,"CHIP rate includes managed care population (3 MCOs). State applied most optional exclusions, except for the following: polio (IPV) exclusions of anaphylactic reaction to streptomycin, polymycin B or neomycin; and anaphylactic reaction to common baker's yeast. The 14-day rule was not applied to the Hepatitis B rate. State attributes lower rate to beneficiaries receiving services in community-based centers or Federally Qualified Health Centers, which are not included in the state's reported rates.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,Medicaid only,Administrative,98.0,45,95.7,94.6,96.7,,Medicaid rates include FFS and managed care populations (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,Medicaid only,Administrative,91.6,45,87.7,86,90.1,,Medicaid rates include FFS and managed care populations (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,Medicaid only,Administrative,93.0,45,91.1,89.2,93.8,,Medicaid rates include FFS and managed care populations (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,Medicaid only,Administrative,93.5,45,90.6,87.7,92.7,,Medicaid rates include FFS and managed care populations (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,CHIP only,Administrative,78.4,45,95.7,94.6,96.7,,CHIP rates include managed care population (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,CHIP only,Administrative,87.9,45,87.7,86,90.1,,CHIP rates include managed care population (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,CHIP only,Administrative,84.8,45,91.1,89.2,93.8,,CHIP rates include managed care population (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,CHIP only,Administrative,83.7,45,90.6,87.7,92.7,,CHIP rates include managed care population (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,Medicaid only,Administrative,42.9,44,50.1,44.6,58.5,,Medicaid rate includes FFS and managed care populations (3 MCOs). State applied optional exclusions for women who had a pregnancy test combined with a prescription for isotretinoin or an x-ray.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,CHIP only,Administrative,24.4,44,50.1,44.6,58.5,,CHIP rate includes managed care population (3 MCOs). State applied optional exclusions for women who had a pregnancy test combined with a prescription for isotretinoin or an x-ray.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0-3,DEV-CH,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0-3",2018,Medicaid only,Administrative,15.8,25,42.2,26.2,55.2,,Medicaid rate includes FFS and managed care populations (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0-3,DEV-CH,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0-3",2018,CHIP only,Administrative,15.4,25,42.2,26.2,55.2,,CHIP rate includes managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2018,Medicaid only,Administrative,7.5,44,32.3,23.8,40.3,,Medicaid rates include FFS and managed care populations (3 MCOs). State applied optional exclusions.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,Medicaid only,Administrative,46.9,43,77.3,64.3,84.4,,Medicaid rates include FFS and managed care populations (3 MCOs). State applied optional exclusions.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2018,CHIP only,Administrative,9.0,44,32.3,23.8,40.3,,CHIP rates include managed care population (3 MCOs). State applied optional exclusions.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,CHIP only,Administrative,51.5,43,77.3,64.3,84.4,,CHIP rates include managed care population (3 MCOs). State applied optional exclusions.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,Medicaid only,Administrative,14.4,37,69.7,39.7,77.2,,Medicaid rate includes FFS and managed care populations (3 MCOs). State applied optional exclusions. State attributes performance decline from FFY 2017 to network changes during the year that may have disrupted services.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-18,2018,Medicaid & CHIP,Administrative,69.2,31,69.6,64,72.6,,Rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,CHIP only,Administrative,15.5,37,69.7,39.7,77.2,,CHIP rate includes managed care population (3 MCOs). State applied optional exclusions.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
